D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_57_425.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_57_425.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_57_425.jpg,0,0.09733245,0,29.9624
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_57_491.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_57_491.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_57_491.jpg,0,0,0,29.74491
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_57_558.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_57_558.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_57_558.jpg,0,0,0,29.56525
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_57_626.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_57_626.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_57_626.jpg,0,0,0,29.38678
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_57_693.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_57_693.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_57_693.jpg,0,0,0,29.15047
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_57_761.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_57_761.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_57_761.jpg,0,0,0,28.97449
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_57_829.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_57_829.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_57_829.jpg,-0.15,0,0,28.73255
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_57_897.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_57_897.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_57_897.jpg,0,0,0,28.54764
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_57_966.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_57_966.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_57_966.jpg,0,0,0,28.37444
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_58_033.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_58_033.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_58_033.jpg,0,0,0,28.14611
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_58_100.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_58_100.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_58_100.jpg,0,0,0,27.97615
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_58_168.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_58_168.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_58_168.jpg,0,0,0,27.75118
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_58_237.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_58_237.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_58_237.jpg,-0.05,0,0,27.58313
D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\center_2022_01_06_20_18_58_303.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\left_2022_01_06_20_18_58_303.jpg,D:\Projekty\Tutorials\The complete Self-Driving Car Course\term1-simulator-windows\beta_simulator_windows\IMG\right_2022_01_06_20_18_58_303.jpg,-0.2,0,0,27.39912
